N,P,K,temperature,humidity,ph,rainfall,crop,soil,season,water,market_price
20.0,79.0,77.0,18.54988627,16.02542689,7.64867466,76.32565249,17,34,3,887.2628824561403,2697
24.0,56.0,85.0,18.19903647,17.41333199,6.545888558,80.6405403,17,34,3,887.2628824561403,1866
51.0,72.0,75.0,18.88852533,14.99451145,7.1042247970000005,80.11133840000002,17,34,3,887.2628824561403,2562
57.0,73.0,85.0,18.49311205,14.72115044,7.358099622,91.94595352,17,34,3,887.2628824561403,1693
22.0,64.0,82.0,19.48974337,17.17260319,6.4740245000000005,87.51312796,17,34,3,887.2628824561403,2862
52.0,73.0,79.0,17.25769499,18.74943955,7.840339388999999,94.00287214,17,34,3,887.2628824561403,2716
29.0,75.0,75.0,19.62416326,18.71483156,7.064790365,88.4585692,17,34,3,887.2628824561403,2431
44.0,59.0,78.0,20.67526473,19.85388984,7.599033472,84.78344008,17,34,3,887.2628824561403,2927
41.0,69.0,82.0,20.02381489,16.63294455,6.715587232000001,68.97806542,17,34,3,887.2628824561403,2517
52.0,56.0,85.0,20.118744600000007,14.44228303,6.81712422,88.68168643,17,34,3,887.2628824561403,2024
34.0,76.0,80.0,20.65691793,15.84572566,7.985417393,65.23811143,17,34,3,887.2628824561403,1634
42.0,74.0,83.0,19.2582557,14.2804191,7.545258424,65.78042032,17,34,3,887.2628824561403,2593
34.0,71.0,79.0,17.927806,15.85622899,7.728998197,74.63872762,17,34,3,887.2628824561403,3621
27.0,73.0,79.0,19.16288268,15.83500655,7.354973451,82.69766829,17,34,3,887.2628824561403,2649
30.0,70.0,79.0,20.26942271,19.96978871,7.313122235,69.64449182,17,34,3,887.2628824561403,1925
57.0,57.0,75.0,17.09104223,18.25142068,7.785039076,87.27444866,17,34,3,887.2628824561403,2169
27.0,79.0,82.0,17.06579293,17.54024066,6.307004922999999,70.87150577,17,34,3,887.2628824561403,3751
32.0,71.0,85.0,20.62767492,14.44008871,6.4039823160000005,92.06630306,17,34,3,887.2628824561403,2739
31.0,76.0,82.0,20.8248451,17.85057083,7.599279991,79.20509212,17,34,3,887.2628824561403,1915
33.0,75.0,84.0,19.46210401,18.72831993,7.217018459,68.81405149,17,34,3,887.2628824561403,2656
47.0,80.0,77.0,17.18248372,16.42891834,7.561108006,72.85017344,17,34,3,887.2628824561403,3857
54.0,62.0,80.0,17.48911699,16.39055394,7.489545074,79.45758333,17,34,3,887.2628824561403,2829
47.0,79.0,78.0,17.48395377,14.76014523,6.609696734,65.11365631,17,34,3,887.2628824561403,3742
35.0,57.0,83.0,19.48316794,17.44534641,7.476800943,80.4986291,17,34,3,887.2628824561403,2739
53.0,73.0,77.0,19.71359733,18.09665739,7.325451279,73.64476535,17,34,3,887.2628824561403,2656
45.0,61.0,78.0,19.48649305,16.06240074,6.489389282,81.52842690000001,17,34,3,887.2628824561403,1726
37.0,78.0,79.0,19.95264829,14.82633099,7.786366322,88.6810311,17,34,3,887.2628824561403,3714
30.0,75.0,81.0,19.41789736,16.80472243,6.4084378860000015,68.4951189,17,34,3,887.2628824561403,3006
37.0,55.0,82.0,19.45591848,18.02235902,8.423873703,78.44910564,17,34,3,887.2628824561403,1576
53.0,65.0,76.0,20.19137759,16.41998269,8.719960893,77.33795356,17,34,3,887.2628824561403,1718
22.0,60.0,85.0,18.8392908,14.74071856,7.811997977000001,94.78189594,17,34,3,887.2628824561403,2180
60.0,61.0,78.0,20.71219282,19.83643308,6.317153205,94.03659867,17,34,3,887.2628824561403,3400
42.0,67.0,77.0,18.99424448,15.9362937,7.114405288,78.69707199,17,34,3,887.2628824561403,2482
39.0,76.0,76.0,19.96837462,15.57324389,8.135900726000001,69.15759062,17,34,3,887.2628824561403,1963
35.0,63.0,76.0,17.81564548,17.60756635,7.714153037999999,90.82097601,17,34,3,887.2628824561403,3268
30.0,65.0,82.0,20.71424384,15.27824066,7.103798069,76.77888672,17,34,3,887.2628824561403,2438
57.0,56.0,78.0,17.34150229,18.75626255,8.861479668,67.9545435,17,34,3,887.2628824561403,3391
48.0,65.0,78.0,17.43732714,14.33847406,7.861128148,73.0926704,17,34,3,887.2628824561403,2477
36.0,56.0,83.0,18.89780215,19.76182946,7.4526709,69.09512477,17,34,3,887.2628824561403,3957
40.0,58.0,75.0,18.59190771,14.77959596,7.168096055,89.60982451,17,34,3,887.2628824561403,3670
49.0,69.0,82.0,18.31561493,15.36143547,7.26311855,81.78710463,17,34,3,887.2628824561403,3293
13.0,60.0,25.0,17.13692774,20.59541693,5.68597166,128.256862,34,34,3,887.2628824561403,2472
25.0,70.0,16.0,19.63474332,18.90705639,5.759237003,106.3598183,34,34,3,887.2628824561403,3808
31.0,55.0,22.0,22.91350245,21.33953114,5.873171894,109.225556,34,34,3,887.2628824561403,2976
40.0,64.0,16.0,16.43340342,24.24045875,5.926676985,140.3717815,34,34,3,887.2628824561403,3223
2.0,61.0,20.0,22.13974653,23.02251117,5.95561668,76.64128258,34,34,3,887.2628824561403,1874
26.0,65.0,22.0,17.84806561,18.77621951,5.9499490810000015,143.09841709999995,34,34,3,887.2628824561403,2266
17.0,57.0,21.0,19.88394011,20.31564139,5.789214288999999,60.91974792,34,34,3,887.2628824561403,3407
26.0,80.0,18.0,19.32509638,23.3334788,5.581021521,104.7783947,34,34,3,887.2628824561403,3145
17.0,59.0,17.0,18.416700100000003,23.42829938,5.689858133,132.9801054,34,34,3,887.2628824561403,1722
27.0,59.0,22.0,21.81167649,23.20591245,5.794158503999999,130.0608093,34,34,3,887.2628824561403,3153
28.0,58.0,24.0,19.72702528,18.28173015,5.748190462999999,143.7630894,34,34,3,887.2628824561403,1545
25.0,57.0,19.0,17.15432954,19.87070659,5.566522896,87.99669731,34,34,3,887.2628824561403,2285
28.0,80.0,17.0,19.62207826,18.67170854,5.809419584,144.1567454,34,34,3,887.2628824561403,3412
25.0,60.0,22.0,21.63149148,21.17919701,5.887263027,134.3649948,34,34,3,887.2628824561403,3985
12.0,78.0,23.0,16.06522754,18.72479695,5.99812453,88.06638775,34,34,3,887.2628824561403,3307
6.0,77.0,25.0,20.61162204,24.36314135,5.792744849,69.63833855,34,34,3,887.2628824561403,3464
22.0,79.0,17.0,21.42451099,20.39659714,5.912289889,116.5206923,34,34,3,887.2628824561403,3861
27.0,80.0,15.0,19.07096165,21.21092266,5.7883869510000014,86.21917578,34,34,3,887.2628824561403,2751
10.0,55.0,23.0,21.18853178,19.63438599,5.728233081,137.1948633,34,34,3,887.2628824561403,3754
23.0,65.0,20.0,23.0429097,22.42610972,5.833940084,108.3684316,34,34,3,887.2628824561403,2547
19.0,78.0,16.0,20.65375833,23.10538637,5.967533236,67.71768947,34,34,3,887.2628824561403,2163
19.0,65.0,25.0,18.09551014,18.29318436,5.6250964460000015,144.7902323,34,34,3,887.2628824561403,1769
22.0,70.0,19.0,18.23775702,21.07643273,5.515615023,69.44951585,34,34,3,887.2628824561403,3279
37.0,64.0,22.0,17.48189735,18.8251973,5.954665349,121.9401369,34,34,3,887.2628824561403,1710
11.0,71.0,17.0,19.9191786,21.47324158,5.74644777,82.68554379,34,34,3,887.2628824561403,2733
18.0,79.0,20.0,20.27514686,23.2353604,5.877347515,139.7521543,34,34,3,887.2628824561403,1567
21.0,63.0,17.0,15.77370214,19.2303162,5.979973965,108.3441414,34,34,3,887.2628824561403,2091
24.0,80.0,22.0,16.71170642,19.17651433,5.635993966,96.77285817,34,34,3,887.2628824561403,3914
34.0,60.0,22.0,17.66148158,18.15302753,5.635231778,100.6711761,34,34,3,887.2628824561403,3506
16.0,75.0,21.0,18.50692825,23.61670065,5.679224346,87.05132890000002,34,34,3,887.2628824561403,3003
17.0,77.0,23.0,24.51324787,20.81527638,5.670062975,64.19497947,34,34,3,887.2628824561403,2630
37.0,72.0,18.0,18.87614998,24.54038287,5.724242065,105.4120514,34,34,3,887.2628824561403,3473
40.0,73.0,20.0,21.59343016,20.31871249,5.811314232000001,61.13872036,34,34,3,887.2628824561403,2790
9.0,77.0,17.0,20.12373284,24.45202552,5.783425416,106.158201,34,34,3,887.2628824561403,1939
1.0,62.0,23.0,15.43546065,18.37477907,5.607808432000001,139.0302034,34,34,3,887.2628824561403,1842
33.0,59.0,22.0,22.64236876,21.59396123,5.946999529,122.3886015,34,34,3,887.2628824561403,3758
23.0,59.0,19.0,21.98560799,24.87304788,5.852046999,129.5650601,34,34,3,887.2628824561403,3583
6.0,62.0,22.0,20.53052663,18.09224048,5.824090984,120.4509288,34,34,3,887.2628824561403,2794
25.0,63.0,20.0,15.78601387,21.14544088,5.502999119,95.17028129,34,34,3,887.2628824561403,1583
7.0,79.0,23.0,19.6365349,19.68751084,5.821649914,96.65888933,34,34,3,887.2628824561403,1728
8.0,72.0,17.0,20.57341244,19.7520218,5.711439256,87.87869161,34,34,3,887.2628824561403,3082
27.0,64.0,15.0,20.16080524,24.84207559,5.514927264,138.2362122,34,34,3,887.2628824561403,2012
28.0,66.0,23.0,21.53989176,24.25386207,5.99616119,120.6913038,34,34,3,887.2628824561403,3235
32.0,57.0,18.0,15.53834801,23.75560241,5.695422862999999,107.3850593,34,34,3,887.2628824561403,2943
27.0,56.0,22.0,19.91853092,20.70099804,5.833010957999999,108.6434544,34,34,3,887.2628824561403,2442
17.0,77.0,24.0,20.76952209,18.93146941,5.568456899,109.0193712,34,34,3,887.2628824561403,2520
0.0,65.0,15.0,23.46168338,23.22197648,5.645435626,95.84253438,34,34,3,887.2628824561403,3457
13.0,72.0,21.0,24.32116642,21.0278674,5.821194486,60.27552528,34,34,3,887.2628824561403,2999
34.0,60.0,23.0,20.12574053,24.96969858,5.659254981,100.0497183,34,34,3,887.2628824561403,2087
9.0,80.0,19.0,21.80619564,18.57086554,5.945465949,125.0972687,34,34,3,887.2628824561403,3831
11.0,72.0,20.0,19.52226241,24.92607153,5.9511774520000005,113.334026,34,34,3,887.2628824561403,2751
3.0,67.0,24.0,17.00067625,19.90790546,5.520880013999999,103.2926407,34,34,3,887.2628824561403,3854
35.0,69.0,23.0,16.78791503,24.96881755,5.578410206,75.45328039,34,34,3,887.2628824561403,1888
3.0,77.0,25.0,24.84906168,22.89464642,5.608165195,62.21292186,34,34,3,887.2628824561403,2882
23.0,62.0,19.0,16.51783455,20.4555596,5.609435127999999,98.77794225,34,34,3,887.2628824561403,2473
22.0,71.0,17.0,18.15300153,19.38602098,5.509295379,107.6907964,34,34,3,887.2628824561403,1726
31.0,79.0,25.0,23.18864385,22.3104551,5.902033406,63.38208822,34,34,3,887.2628824561403,1620
34.0,59.0,18.0,23.38002569,21.98879437,5.744117663,87.66898664,34,34,3,887.2628824561403,2889
12.0,63.0,17.0,18.358923,19.37703396,5.717143397,138.414764,34,34,3,887.2628824561403,3795
27.0,56.0,20.0,19.25975367,20.51346956,5.542690119,94.9533526,34,34,3,887.2628824561403,3333
7.0,63.0,24.0,22.95458237,24.03553105,5.858617867,107.7315386,34,34,3,887.2628824561403,2267
24.0,67.0,22.0,20.120043,22.89845607,5.618844277000001,104.6252153,34,34,3,887.2628824561403,3289
11.0,71.0,24.0,21.14011423,22.7182355,5.6066203460000015,141.6056722,34,34,3,887.2628824561403,3859
37.0,74.0,15.0,24.92360104,18.22590825,5.582178402,62.7089169,34,34,3,887.2628824561403,3696
25.0,76.0,24.0,15.33042636,24.91506728,5.56503533,135.3315583,34,34,3,887.2628824561403,2229
34.0,66.0,17.0,18.81097271,21.27833035,5.889614577000001,125.084915,34,34,3,887.2628824561403,1740
20.0,69.0,15.0,23.44260668,22.77255917,5.934136378,107.4137246,34,34,3,887.2628824561403,3351
37.0,65.0,16.0,22.8352024,18.97267518,5.683548308,63.59276673,34,34,3,887.2628824561403,3884
18.0,74.0,15.0,24.9035819,22.27512704,5.70836603,146.4727237,34,34,3,887.2628824561403,1803
4.0,67.0,25.0,23.78709569,24.35679348,5.948164454,119.6404412,34,34,3,887.2628824561403,1879
37.0,56.0,25.0,22.05592283,19.60379304,5.774755143999999,126.7265372,34,34,3,887.2628824561403,3185
5.0,59.0,15.0,18.87492997,20.18238348,5.97229163,134.1811718,34,34,3,887.2628824561403,2344
11.0,61.0,21.0,18.62328774,23.02410338,5.532100554,135.33780330000002,34,34,3,887.2628824561403,2825
22.0,80.0,20.0,23.00884744,18.86880997,5.669560726,100.118612,34,34,3,887.2628824561403,2998
12.0,61.0,19.0,19.33162606,24.13995025,5.655726817000001,68.51253427,34,34,3,887.2628824561403,2576
5.0,74.0,21.0,16.24469193,21.35793891,5.591704013999999,66.97053257,34,34,3,887.2628824561403,2609
27.0,69.0,22.0,17.91652287,24.90814655,5.932323085,69.14681022,34,34,3,887.2628824561403,3673
31.0,75.0,18.0,15.46789263,21.43780702,5.824208308999999,88.88796102,34,34,3,887.2628824561403,3170
36.0,68.0,20.0,17.06104474,23.77201471,5.86442953,81.83420522,34,34,3,887.2628824561403,2000
5.0,65.0,16.0,21.32776028,18.48522915,5.866744372,109.1013261,34,34,3,887.2628824561403,3906
32.0,79.0,15.0,23.90910104,20.74619325,5.706198621,81.60211243,34,34,3,887.2628824561403,1759
11.0,78.0,22.0,23.89756791,22.74378977,5.940546818,112.6616435,34,34,3,887.2628824561403,3980
0.0,55.0,22.0,22.98666928,20.57940608,5.916779289,143.85849380000005,34,34,3,887.2628824561403,2270
14.0,59.0,15.0,21.35135729,22.91244883,5.779090476,146.4548645,34,34,3,887.2628824561403,3395
29.0,68.0,23.0,24.1638445,19.27907819,5.82738029,116.7324324,34,34,3,887.2628824561403,3437
32.0,68.0,19.0,24.62835037,18.18325169,5.514234138,149.7441028,34,34,3,887.2628824561403,3942
17.0,64.0,17.0,21.02213209,24.93896255,5.662699104,124.6118471,34,34,3,887.2628824561403,3392
13.0,69.0,19.0,17.30844532,20.01730914,5.86390397,115.199245,34,34,3,887.2628824561403,2030
14.0,67.0,22.0,23.82576704,24.75485098,5.624690247999999,84.64143632,34,34,3,887.2628824561403,3340
9.0,69.0,20.0,19.30607278,23.96362799,5.591560999,129.3449326,34,34,3,887.2628824561403,2803
20.0,73.0,22.0,16.03768615,22.33195853,5.976312537999999,130.3900798,34,34,3,887.2628824561403,3253
40.0,78.0,20.0,19.18572809,20.83398341,5.669236258,80.15293435,34,34,3,887.2628824561403,2863
27.0,72.0,23.0,19.92889503,21.79992115,5.961934481,64.02640797,34,34,3,887.2628824561403,2391
14.0,67.0,15.0,19.56376468,24.67385131,5.690065688,139.2921004,34,34,3,887.2628824561403,2967
7.0,56.0,18.0,18.31357543,24.32991649,5.698371311,76.14153904,34,34,3,887.2628824561403,1777
27.0,65.0,18.0,20.10993761,23.22323766,5.59503163,73.36386477,34,34,3,887.2628824561403,1542
30.0,63.0,16.0,23.60506572,21.90539577,5.5259045260000015,100.5978728,34,34,3,887.2628824561403,1875
37.0,70.0,25.0,19.73136909,24.89487354,5.819403771,84.06354115,34,34,3,887.2628824561403,2249
27.0,63.0,19.0,20.93409877,21.1893007,5.562201934,133.1914419,34,34,3,887.2628824561403,3255
22.0,60.0,24.0,18.78226261,20.24768314,5.630664753,104.2570723,34,34,3,887.2628824561403,3363
3.0,72.0,24.0,36.51268371,57.92887167,6.03160778,122.6539694,47,34,3,887.2628824561403,3568
40.0,59.0,23.0,36.89163721,62.73178224,5.269084669,163.7266551,47,34,3,887.2628824561403,3044
33.0,73.0,23.0,29.23540524,59.38967583,5.985792703,103.3301803,47,34,3,887.2628824561403,3810
27.0,57.0,24.0,27.33534897,43.35795962,6.09186275,142.33036769999995,47,34,3,887.2628824561403,2977
10.0,79.0,18.0,21.0643684,55.46985938,5.624731337999999,184.6226709,47,34,3,887.2628824561403,3559
30.0,75.0,25.0,30.33276599,42.35249879,6.446091759,149.299952,47,34,3,887.2628824561403,3200
40.0,70.0,20.0,31.80130272,45.03186173,5.623490042999999,147.03614419999997,47,34,3,887.2628824561403,3872
38.0,55.0,19.0,33.18184225,38.23184742,5.864623352000001,198.8298806,47,34,3,887.2628824561403,1827
35.0,58.0,20.0,29.38538562,63.47742011,5.761702519,90.05422663,47,34,3,887.2628824561403,2267
38.0,61.0,21.0,30.27374995,67.38680755,4.696518678,127.7767134,47,34,3,887.2628824561403,3834
33.0,58.0,24.0,35.45790488,68.75810535,5.269504214,108.6333046,47,34,3,887.2628824561403,3862
16.0,56.0,17.0,33.80020039,40.03262418,7.445444882999999,176.6165894,47,34,3,887.2628824561403,2905
31.0,72.0,17.0,28.69180475,49.47225353,5.833031707999999,96.36222901,47,34,3,887.2628824561403,3394
16.0,80.0,20.0,31.24021696,56.67369054,7.3393209289999986,122.0146733,47,34,3,887.2628824561403,3128
27.0,72.0,17.0,28.98039357,57.23265151,6.347929353,120.7435664,47,34,3,887.2628824561403,3599
40.0,62.0,19.0,27.32198928,34.13737127,4.697750704,96.51524028,47,34,3,887.2628824561403,2319
18.0,58.0,16.0,21.47607807,38.80023714,4.962661422,180.382234,47,34,3,887.2628824561403,2826
3.0,68.0,16.0,18.31910448,34.69776639,4.964887857,107.4721605,47,34,3,887.2628824561403,1730
26.0,67.0,24.0,36.97794384,37.73992903,5.642813116,161.48129630000005,47,34,3,887.2628824561403,2226
16.0,70.0,20.0,24.80467592,40.1242747,5.6093956,121.5639121,47,34,3,887.2628824561403,1579
24.0,63.0,19.0,19.3479443,55.96805489,4.681576043,194.5921148,47,34,3,887.2628824561403,2977
9.0,76.0,25.0,28.88302142,50.12323801,5.70951224,179.2155874,47,34,3,887.2628824561403,3557
16.0,55.0,19.0,19.54314136,47.19188279,6.413543781,192.4372194,47,34,3,887.2628824561403,1882
28.0,75.0,21.0,24.7741949,50.54621094,6.007508163,114.2821387,47,34,3,887.2628824561403,2819
16.0,71.0,24.0,18.33124824,38.40975482,4.946369874,139.64833169999997,47,34,3,887.2628824561403,2924
24.0,70.0,21.0,19.14729038,45.3733757,5.517208078,132.7748215,47,34,3,887.2628824561403,2666
38.0,72.0,21.0,28.23416057,49.4421345,5.902103172,186.5008581,47,34,3,887.2628824561403,2538
9.0,66.0,21.0,30.11812084,34.13307843,5.719889876,157.0858232,47,34,3,887.2628824561403,3079
34.0,56.0,17.0,33.4126864,35.42910045,4.548202098,139.6702541,47,34,3,887.2628824561403,3290
1.0,76.0,19.0,24.18553163,46.68746847,6.6695294160000005,177.3377996,47,34,3,887.2628824561403,3725
6.0,69.0,19.0,26.88630675,41.69617915,4.7509292180000005,94.46748008,47,34,3,887.2628824561403,3698
26.0,73.0,21.0,31.33170829,57.97429171,4.946263888,161.7820226,47,34,3,887.2628824561403,3587
27.0,61.0,18.0,33.30711818,67.07780816,5.266227032,108.5090168,47,34,3,887.2628824561403,2348
27.0,71.0,23.0,23.45379018,46.48714759,7.10959773,150.87122019999995,47,34,3,887.2628824561403,3267
36.0,61.0,21.0,34.53823889,39.04468913,5.617008201,168.5948318,47,34,3,887.2628824561403,3835
17.0,73.0,18.0,19.50112224,34.51086611,5.632353113,197.3752649,47,34,3,887.2628824561403,2772
26.0,72.0,22.0,28.76794904,37.57792132,4.674941549,91.72084869,47,34,3,887.2628824561403,3289
17.0,64.0,16.0,30.97758716,32.24914235,7.161797643,180.716828,47,34,3,887.2628824561403,1627
14.0,74.0,19.0,18.39759147,36.82639309,6.624966131,93.12330644,47,34,3,887.2628824561403,2359
39.0,60.0,15.0,35.09357419,30.98685456,5.004074623999999,116.9106908,47,34,3,887.2628824561403,3782
6.0,66.0,15.0,34.93174223,30.40046769,6.3458060110000005,159.2649827,47,34,3,887.2628824561403,2132
8.0,59.0,18.0,29.50523036,35.72032498,6.216814453,187.8961851,47,34,3,887.2628824561403,2300
2.0,67.0,18.0,34.51934775,47.52980027,5.921666758,129.0064612,47,34,3,887.2628824561403,1937
1.0,76.0,17.0,28.43430726,52.10010827,6.012719118,147.0414824,47,34,3,887.2628824561403,2547
16.0,73.0,19.0,18.41645629,34.80541039,4.684079249,163.27474730000003,47,34,3,887.2628824561403,3885
23.0,75.0,25.0,31.07508973,47.19847683,7.077170002000001,91.31256412,47,34,3,887.2628824561403,2994
32.0,70.0,20.0,20.89342749,46.24856523,6.208843215,195.5697875,47,34,3,887.2628824561403,3957
28.0,59.0,22.0,30.90607799,52.79913039,7.05181629,170.99198280000005,47,34,3,887.2628824561403,2865
5.0,62.0,23.0,27.9348279,66.45457122,4.722222454,145.3728801,47,34,3,887.2628824561403,3574
36.0,67.0,25.0,35.95176642,36.52780776,6.418062652000001,136.0456753,47,34,3,887.2628824561403,3542
1.0,66.0,23.0,19.54317155,56.92831399,4.803564468,173.1686574,47,34,3,887.2628824561403,3213
24.0,73.0,20.0,19.63736208,32.31528909,4.608695247,176.4134092,47,34,3,887.2628824561403,2286
17.0,67.0,18.0,31.2192752,56.46868874,5.611510977000001,129.20286529999998,47,34,3,887.2628824561403,3672
5.0,55.0,18.0,33.50876355,45.70976142,7.322097972000001,126.6738117,47,34,3,887.2628824561403,2873
5.0,56.0,24.0,24.80710166,45.01110015,5.023115055,188.4928637,47,34,3,887.2628824561403,2272
37.0,77.0,17.0,36.20970524,31.94550613,5.617122801,191.0658531,47,34,3,887.2628824561403,3528
13.0,73.0,20.0,30.50420876,35.48885969,5.391560417999999,162.59277230000004,47,34,3,887.2628824561403,3456
6.0,63.0,23.0,26.01630259,49.94704718,5.906596905,160.33374469999995,47,34,3,887.2628824561403,2998
16.0,77.0,22.0,31.48469278,35.6395615,6.574209678,100.546816,47,34,3,887.2628824561403,2161
25.0,64.0,20.0,33.15122581,32.45974539,4.807776748999999,105.03802749999998,47,34,3,887.2628824561403,2506
34.0,75.0,24.0,23.50222822,51.29019509,4.760038038999999,192.3023991,47,34,3,887.2628824561403,3460
20.0,77.0,23.0,34.87248659,38.83786012,5.180271502,148.25027859999997,47,34,3,887.2628824561403,3233
35.0,80.0,25.0,28.09269012,44.93322042,4.895927306,197.1144011,47,34,3,887.2628824561403,3482
14.0,75.0,24.0,24.54757829,57.3414485,6.436160044,118.3606557,47,34,3,887.2628824561403,3738
36.0,80.0,21.0,33.64769646,48.41490082,7.066087261,100.4673278,47,34,3,887.2628824561403,3143
7.0,77.0,18.0,20.5591255,60.54880693,6.655918077999999,191.0895109,47,34,3,887.2628824561403,3833
29.0,78.0,25.0,19.95991719,59.33157782,5.982854522999999,195.787103,47,34,3,887.2628824561403,3682
30.0,60.0,21.0,28.87667593,62.4901206,5.457871272999999,182.2688175,47,34,3,887.2628824561403,3872
20.0,74.0,16.0,36.04353699,43.61444121,4.759490199,159.8938645,47,34,3,887.2628824561403,3322
